word,model,sentence_label,sentence,criterion,criterion_tr,rating,participant_id
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,0
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,1
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,2
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,3
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,1,4
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,5
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,6
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,7
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,8
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,9
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,10
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,11
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,12
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,13
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,14
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,15
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,16
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,17
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,18
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,0
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,1
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,5,2
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,3
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,4
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,3,5
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,6
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,3,7
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,8
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,2,9
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,10
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,5,11
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,5,12
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,13
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,2,14
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,3,15
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,4,16
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,3,17
agency,mistralai_Ministral-8B-Instruct-2410,Sentence A,The agency has been helping me find a new job.,Naturalness,Doğal Kullanım,2,18
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,3,0
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,4,1
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,5,2
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,4,3
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,1,4
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,4,5
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,3,6
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,5,7
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,4,8
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,5,9
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,4,10
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,4,11
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,5,12
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,5,13
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,5,14
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,2,15
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,4,16
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,5,17
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Word Usage,Kelime Kullanımı,1,18
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,3,0
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,4,1
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,5,2
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,4,3
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,2,4
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,4,5
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,2,6
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,5,7
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,4,8
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,5,9
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,4,10
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,3,11
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,5,12
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,4,13
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,5,14
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,3,15
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,3,16
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,5,17
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Level Appropriateness,Anlaşılırlık,3,18
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,3,0
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,1
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,5,2
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,3
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,1,4
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,3,5
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,6
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,5,7
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,8
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,5,9
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,10
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,11
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,5,12
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,5,13
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,5,14
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,3,15
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,16
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,17
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Grammatical Accuracy,Dilbilgisi Doğruluğu,2,18
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,3,0
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,4,1
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,5,2
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,2,3
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,1,4
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,4,5
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,2,6
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,3,7
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,4,8
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,2,9
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,4,10
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,3,11
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,5,12
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,3,13
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,5,14
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,2,15
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,4,16
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,3,17
agency,Gemini_Pro_2.5,Sentence B,"Studying abroad gave her a real sense of personal agency, as she had to manage her own budget, housing, and schedule.",Naturalness,Doğal Kullanım,3,18
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,0
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,3,1
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,5,2
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,3
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,4
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,5,5
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,6
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,3,7
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,5,8
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,5,9
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,10
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,11
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,5,12
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,5,13
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,5,14
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,15
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,16
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,4,17
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Word Usage,Kelime Kullanımı,2,18
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,4,0
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,3,1
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,5,2
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,4,3
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,4,4
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,4,5
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,4,6
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,2,7
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,5,8
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,5,9
agency,Llama-3.2-8B-Instruct,Sentence C,The government appointed a new agency to oversee the implementation of the environmental protection plan.,Level Appropriateness,Anlaşılırlık,4,10
