word,model,sentence_label,sentence,criterion,criterion_tr,rating,participant_id
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,12
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,3,13
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,5,14
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,5,15
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,3,16
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,3,17
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,3,18
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,19
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,4,20
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,3,21
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,2,22
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Grammatical Accuracy,Dilbilgisi Doğruluğu,2,23
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,2,0
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,4,1
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,4,2
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,4,3
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,4,4
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,2,5
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,3,6
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,4,7
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,3,8
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,5,9
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,5,10
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,4,11
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,4,12
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,3,13
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,3,14
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,5,15
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,3,16
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,3,17
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,4,18
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,3,19
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,3,20
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,2,21
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,2,22
earthquake,mistralai_Ministral-8B-Instruct-2410,Sentence A,"An earthquake hit the city, causing widespread panic among the residents.",Naturalness,Doğal Kullanım,2,23
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,0
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,1
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,2
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,3
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,5,4
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,5
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,6
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,7
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,3,8
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,9
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,5,10
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,11
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,12
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,13
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,3,14
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,3,15
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,3,16
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,17
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,18
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,5,19
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,4,20
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,5,21
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,2,22
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Word Usage,Kelime Kullanımı,5,23
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,4,0
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,4,1
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,4,2
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,4,3
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,3,4
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,2,5
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,3,6
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,3,7
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,4,8
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,9
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,10
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,11
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,12
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,13
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,14
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,15
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,16
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,17
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,4,18
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,19
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,4,20
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,21
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,3,22
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Level Appropriateness,Anlaşılırlık,5,23
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,1,0
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,1
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,2
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,3
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,4
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,5
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,6
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,7
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,8
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,9
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,10
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,11
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,12
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,13
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,14
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,15
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,16
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,17
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,18
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,19
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,20
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,21
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,22
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,23
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,3,0
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,4,1
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,4,2
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,4,3
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,2,4
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,2,5
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,3,6
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,3,7
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,4,8
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,3,9
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,5,10
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,4,11
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,3,12
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,4,13
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,5,14
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,2,15
earthquake,Gemini_Pro_2.5,Sentence B,The city was damaged when a strong earthquake hit the region last year.,Naturalness,Doğal Kullanım,4,16
