word,model,sentence_label,sentence,criterion,criterion_tr,rating,participant_id
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Level Appropriateness,Anlaşılırlık,5,11
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Level Appropriateness,Anlaşılırlık,4,12
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Level Appropriateness,Anlaşılırlık,4,13
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Level Appropriateness,Anlaşılırlık,5,14
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Level Appropriateness,Anlaşılırlık,3,15
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,0
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,1
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,2
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,1,3
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,4
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,5
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,6
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,7
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,8
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,9
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,10
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,11
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,12
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,13
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,14
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,15
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,3,0
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,3,1
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,2,2
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,1,3
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,3,4
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,5,5
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,2,6
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,4,7
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,5,8
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,4,9
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,4,10
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,3,11
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,4,12
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,4,13
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,3,14
air,Gemini_Pro_2.5,Sentence A,The air is cold today.,Naturalness,Doğal Kullanım,2,15
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,0
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,3,1
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,3,2
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,3,3
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,4
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,5,5
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,6
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,7
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,3,8
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,9
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,10
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,11
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,12
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,5,13
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,4,14
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Word Usage,Kelime Kullanımı,3,15
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,0
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,2,1
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,2
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,3,3
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,3,4
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,5,5
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,3,6
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,7
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,8
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,9
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,10
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,11
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,12
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,5,13
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,5,14
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Level Appropriateness,Anlaşılırlık,4,15
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,0
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,1
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,2
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,3
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,4
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,5
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,6
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,7
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,8
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,9
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,10
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,11
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,1,12
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,13
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,14
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,15
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,4,0
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,3,1
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,3,2
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,3,3
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,3,4
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,5,5
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,3,6
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,4,7
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,5,8
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,4,9
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,4,10
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,3,11
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,2,12
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,5,13
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,4,14
air,Llama-3.1-8B-Instruct,Sentence B,The air in the city is very polluted.,Naturalness,Doğal Kullanım,3,15
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,0
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,3,1
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,3,2
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,3,3
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,4
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,5,5
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,5,6
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,7
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,8
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,9
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,10
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,11
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,12
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,13
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,4,14
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Word Usage,Kelime Kullanımı,1,15
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,5,0
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,4,1
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,3,2
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,3,3
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,5,4
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,5,5
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,5,6
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,4,7
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,4,8
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,5,9
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,4,10
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,4,11
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,4,12
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,5,13
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,5,14
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Level Appropriateness,Anlaşılırlık,3,15
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,0
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,1
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,2
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,3
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,4
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,5
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,6
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,7
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,8
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,9
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,10
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,11
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,12
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,13
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,14
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,15
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,4,0
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,4,1
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,3,2
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,3,3
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,4,4
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,5,5
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,5,6
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,4,7
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,5,8
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,4,9
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,4,10
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,3,11
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,4,12
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,5,13
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,3,14
air,mistralai_Ministral-8B-Instruct-2410,Sentence C,The air is fresh and clean today.,Naturalness,Doğal Kullanım,2,15
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,3,0
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,3,1
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,2,2
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,2,3
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,3,4
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,5,5
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,4,6
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,4,7
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,4,8
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,3,9
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,4,10
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,3,11
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,4,12
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,4,13
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,4,14
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Word Usage,Kelime Kullanımı,2,15
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,4,0
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,3,1
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,2,2
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,2,3
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,4,4
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,5,5
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,3,6
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,4,7
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,4,8
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,3,9
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,3,10
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,3,11
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,3,12
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,2,13
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,3,14
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Level Appropriateness,Anlaşılırlık,3,15
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Grammatical Accuracy,Dilbilgisi Doğruluğu,1,0
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,1
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,2
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,3
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,4
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,5
air,Llama-3.2-1B-Instruct-FineTuned,Sentence D,The air is cool in the summer.,Grammatical Accuracy,Dilbilgisi Doğruluğu,1,6
