word,model,sentence_label,sentence,criterion,criterion_tr,rating,participant_id
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,3,7
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,2,8
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,4,9
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,2,10
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,3,11
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,2,12
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,4,13
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,3,14
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,2,15
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,2,16
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,4,17
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,2,18
ability,mistralai_Ministral-8B-Instruct-2410,Sentence A,She has the ability to play the piano beautifully.,Naturalness,Doğal Kullanım,1,19
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,0
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,1
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,4,2
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,5,3
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,4
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,5
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,2,6
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,4,7
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,8
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,9
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,4,10
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,1,11
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,12
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,2,13
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,4,14
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,4,15
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,4,16
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,17
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,3,18
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Word Usage,Kelime Kullanımı,4,19
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,3,0
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,3,1
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,2
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,5,3
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,3,4
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,5
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,2,6
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,5,7
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,8
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,9
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,5,10
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,3,11
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,3,12
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,13
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,5,14
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,15
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,16
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,5,17
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,18
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Level Appropriateness,Anlaşılırlık,4,19
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,0
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,1
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,2
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,3
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,4
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,5
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,6
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,7
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,8
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,9
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,10
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,2,11
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,12
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,13
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,14
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,15
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,16
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,17
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,18
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,19
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,3,0
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,3,1
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,3,2
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,2,3
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,3,4
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,2,5
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,2,6
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,4,7
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,4,8
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,4,9
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,1,10
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,3,11
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,1,12
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,4,13
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,2,14
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,4,15
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,3,16
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,4,17
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,2,18
ability,Llama-3.2-1B-Instruct,Sentence B,I have a good ability to play the piano.,Naturalness,Doğal Kullanım,2,19
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,3,0
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,1
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,2
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,5,3
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,3,4
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,5
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,3,6
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,7
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,3,8
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,9
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,10
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,11
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,12
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,2,13
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,14
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,15
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,16
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,5,17
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,18
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Word Usage,Kelime Kullanımı,4,19
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,3,0
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,1
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,5,2
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,5,3
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,3,4
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,5
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,3,6
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,5,7
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,8
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,9
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,5,10
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,11
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,5,12
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,13
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,5,14
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,15
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,5,16
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,5,17
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,18
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Level Appropriateness,Anlaşılırlık,4,19
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,0
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,1
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,2
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,5,3
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,4
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,5
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,6
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,7
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,8
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,9
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,10
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,11
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,4,12
ability,Claude_Sonnet_4.5,Sentence C,Maria has the ability to speak three languages.,Grammatical Accuracy,Dilbilgisi Doğruluğu,3,13
